"SimFolder","Scenario","Procedure","Period","t1","t2","statistic","value"
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1ProbGt.75B0",0
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2ProbGt.75B0",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medProbGt.3B0",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1ProbGt.3B0",0.4
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2ProbGt.3B0",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medProbGt.6B0",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1ProbGt.6B0",0.0666666666666667
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2ProbGt.6B0",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medProbGtLTA",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1ProbGtLTA",0.263333333333333
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2ProbGtLTA",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medProbGtrefB",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1ProbGtrefB",0.133333333333333
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2ProbGtrefB",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"medPropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q1PropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"Q2PropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Med",68,82,"minProbBtGt.3B0",0.85
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medAvgDep",1.02159593884232
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1AvgDep",0.315277499080189
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2AvgDep",2.88552518406979
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medFinalDep",0.59576466298415
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1FinalDep",0.158489253746623
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2FinalDep",1.57576065418101
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medLowDep",0.532354516349675
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1LowDep",0.15839418293996
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2LowDep",1.07940498853164
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medAAV",926.74155648575
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1AAV",875.284833033713
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2AAV",991.653498199303
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medAvgCatch",0.135324605852557
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1AvgCatch",0.135062647600268
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2AvgCatch",0.135575625330545
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medLowCatch",0.135138267484506
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1LowCatch",0.134937833430023
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2LowCatch",0.135268613072487
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medHighCatch",0.135505802680559
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1HighCatch",0.13525421378847
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2HighCatch",0.135746291896243
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medAvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1AvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2AvgDiscard",-999
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"criticalP",0.102
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"cautiousP",0.146
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"healthyP",0.752
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"yearAtTargetProb",45
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"probAtTargetYear",0
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"targetAtYearProb",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"probGteDepMSY",0.929
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"probGteLimit",0.898
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"pObj1",0.991
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"pObj3",0.9265
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"pHealthy",0.9585
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"t1Trend",68
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"trendPeriod",10
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"avgExpSlope",-0.0272515768840085
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"trendDec",88
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"trendInc",12
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"obsPdecline",0.88
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"pDecline",0.5
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"pGTlrp",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"pGTtarg",0.75
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"t1AvgCatch",0.135444471540854
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"t1AvgDep",1.05276137747901
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"pObj4",-999
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medProbGt.75B0",0.75
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1ProbGt.75B0",0
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2ProbGt.75B0",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medProbGt.3B0",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1ProbGt.3B0",0.4475
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2ProbGt.3B0",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medProbGt.6B0",0.85
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1ProbGt.6B0",0.05
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2ProbGt.6B0",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medProbGtLTA",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1ProbGtLTA",0.1975
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2ProbGtLTA",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medProbGtrefB",0.95
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1ProbGtrefB",0.1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2ProbGtrefB",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"medPropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q1PropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"Q2PropClosure",1
"sim0306201822425510","SOG_DDM","NoFish","Long",68,87,"minProbBtGt.3B0",0.82
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medAvgDep",0.600088662567457
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1AvgDep",0.114293490814257
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2AvgDep",2.07391099627842
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medFinalDep",0.39312861710304
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1FinalDep",0.0736712290940197
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2FinalDep",2.04291577558051
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medLowDep",0.264444220692917
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1LowDep",0.0756820448676926
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2LowDep",1.14019173959394
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medAAV",29.0669480682506
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1AAV",1.48145801938334
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2AAV",72.199879629561
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medAvgCatch",21.4314680445466
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1AvgCatch",6.43283607940621
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2AvgCatch",29.679263830807
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medLowCatch",0.135406200631695
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1LowCatch",0.131576422115636
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2LowCatch",26.0752510071908
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medHighCatch",30.0139423047594
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1HighCatch",29.6363966431454
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2HighCatch",30.0773935776977
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medAvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1AvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2AvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"criticalP",0.273
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"cautiousP",0.187
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"healthyP",0.54
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"yearAtTargetProb",45
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"probAtTargetYear",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"targetAtYearProb",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"probGteDepMSY",0.79
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"probGteLimit",0.727
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"pObj1",0.94
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"pObj3",0.801
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"pHealthy",0.833
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"t1Trend",68
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"trendPeriod",10
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"avgExpSlope",-0.0700860926204507
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"trendDec",81
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"trendInc",19
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"obsPdecline",0.81
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"pDecline",0.391370967544094
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"pGTlrp",0.9
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"pGTtarg",0.3
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"t1AvgCatch",25.9727202887449
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"t1AvgDep",0.835893761208687
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"pObj4",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGt.75B0",0.3
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGt.75B0",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGt.75B0",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGt.3B0",0.9
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGt.3B0",0.095
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGt.3B0",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGt.6B0",0.5
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGt.6B0",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGt.6B0",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGtLTA",0.7
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGtLTA",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGtLTA",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medProbGtrefB",0.5
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1ProbGtrefB",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2ProbGtrefB",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"medPropClosure",0.1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q1PropClosure",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"Q2PropClosure",0.7
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Short",68,77,"minProbBtGt.3B0",0.62
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medAvgDep",0.495076447695736
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1AvgDep",0.0982840554461326
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2AvgDep",1.90591540857161
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medFinalDep",0.335656848126082
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1FinalDep",0.0666083595596387
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2FinalDep",1.50452033736426
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medLowDep",0.172736374701364
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1LowDep",0.0703469246217998
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2LowDep",0.825906182856254
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medAAV",32.02216181622
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1AAV",1.17373853161368
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2AAV",76.9693762530652
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medAvgCatch",18.417368051663
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1AvgCatch",5.13371431144087
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2AvgCatch",29.7915585839893
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medLowCatch",0.13525147519788
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1LowCatch",0.116334128298514
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2LowCatch",25.8736710297181
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medHighCatch",30.0175633088622
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1HighCatch",29.6363966431454
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2HighCatch",30.0782184758412
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medAvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1AvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2AvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"criticalP",0.336
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"cautiousP",0.198666666666667
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"healthyP",0.465333333333333
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"yearAtTargetProb",45
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"probAtTargetYear",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"targetAtYearProb",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"probGteDepMSY",0.736666666666667
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"probGteLimit",0.664
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"pObj1",0.933333333333333
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"pObj3",0.750666666666667
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"pHealthy",0.804
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"t1Trend",68
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"trendPeriod",10
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"avgExpSlope",-0.0532843670051982
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"trendDec",88
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"trendInc",12
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"obsPdecline",0.88
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"pDecline",0.391370967544094
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"pGTlrp",0.733333333333333
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"pGTtarg",0.2
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"t1AvgCatch",25.9727202887449
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"t1AvgDep",0.835893761208687
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"pObj4",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGt.75B0",0.2
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGt.75B0",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGt.75B0",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGt.3B0",0.733333333333333
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGt.3B0",0.0633333333333333
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGt.3B0",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGt.6B0",0.333333333333333
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGt.6B0",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGt.6B0",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGtLTA",0.6
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGtLTA",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGtLTA",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medProbGtrefB",0.4
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1ProbGtrefB",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2ProbGtrefB",1
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"medPropClosure",0.2
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q1PropClosure",0
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"Q2PropClosure",0.8
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Med",68,82,"minProbBtGt.3B0",0.5
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medAvgDep",0.44859889288436
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1AvgDep",0.119173935983308
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2AvgDep",1.62693216382807
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medFinalDep",0.312883458885912
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1FinalDep",0.0830036727898584
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2FinalDep",0.927923683496212
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medLowDep",0.154048280639715
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1LowDep",0.057319595905709
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2LowDep",0.479480980422788
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medAAV",39.709161955242
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1AAV",1.56715011074753
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2AAV",78.1736990297894
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medAvgCatch",17.2344282513876
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1AvgCatch",3.90780984047923
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2AvgCatch",29.7429407790348
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medLowCatch",0.135148258736933
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1LowCatch",0.0959515619113112
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2LowCatch",17.2249539131507
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medHighCatch",30.0175633088622
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1HighCatch",29.7353946261579
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2HighCatch",30.0782184758412
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"medAvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q1AvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"Q2AvgDiscard",-999
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"criticalP",0.371
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"cautiousP",0.2135
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"healthyP",0.4155
"sim050620181051285","SOG_DDM","minE.5B0_HR.2_cap30","Long",68,87,"yearAtTargetProb",45
